policy_bits,profit,cost,x_C1,x_C2,x_C3,x_C4,x_C5,x_C6,x_C7,x_C8,y_H1,y_H2,y_H3,z_H1,z_H2,z_H3,y_F,z_F
0111100000000011,37.15776367006862,162.84223632993138,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1
1100110000000011,37.15776367006862,162.84223632993138,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1
0101010000001011,37.15623970361045,162.84376029638955,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
1010100000010011,37.15623970361045,162.84376029638955,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1
0100110000001011,37.156239703610424,162.84376029638958,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
0110100000010011,37.156239703610424,162.84376029638958,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1
1011111001000101,37.15464729766805,162.84535270233195,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1
1111011010000101,37.15464729766805,162.84535270233195,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1
0101001011110000,37.14953462378705,162.85046537621295,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0
1000101011101000,37.14953462378705,162.85046537621295,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0
1001001011101000,37.14953462378705,162.85046537621295,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0
1001001011110000,37.14953462378705,162.85046537621295,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0
0000100010110101,37.148195061728416,162.85180493827158,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1
0000100011010101,37.148195061728416,162.85180493827158,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1
0100000001101101,37.148195061728416,162.85180493827158,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1
0100000011001101,37.148195061728416,162.85180493827158,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1
0000000101111101,37.14078222222224,162.85921777777776,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1
0000000110111101,37.14078222222224,162.85921777777776,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1
0000110010100011,37.13819783569582,162.86180216430418,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1
0000110111000011,37.13819783569582,162.86180216430418,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1
0110000001100011,37.13819783569582,162.86180216430418,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1
0110000111000011,37.13819783569582,162.86180216430418,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1
0000110110100011,37.13819783569579,162.8618021643042,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1
0110000101100011,37.13819783569579,162.8618021643042,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1
0000101000001111,37.136753212292234,162.86324678770777,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1
0001001000001111,37.136753212292234,162.86324678770777,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1
0001100000001111,37.136753212292234,162.86324678770777,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
0100001000010111,37.136753212292234,162.86324678770777,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1
1000001000010111,37.136753212292234,162.86324678770777,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1
1100000000010111,37.136753212292234,162.86324678770777,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1
0101101100111001,37.1363307160494,162.8636692839506,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0,1
1100101100111001,37.1363307160494,162.8636692839506,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1
1001101100111001,37.13633071604937,162.86366928395063,1,0,0,1,1,0,1,1,0,0,1,1,1,0,0,1
1101001100111001,37.13633071604937,162.86366928395063,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1
0001010010000111,37.13572314708125,162.86427685291875,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1
1010000001000111,37.13572314708125,162.86427685291875,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1
0011010010100101,37.135488949855215,162.86451105014478,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1
1010010001100101,37.135488949855215,162.86451105014478,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1
0001100000101011,37.12828735119649,162.8717126488035,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1
0001100100101011,37.12828735119649,162.8717126488035,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1
0001100101001011,37.12828735119649,162.8717126488035,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1
1100000000110011,37.12828735119649,162.8717126488035,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1
1100000100110011,37.12828735119649,162.8717126488035,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1
1100000110010011,37.12828735119649,162.8717126488035,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1
0010111001100011,37.127868373723516,162.87213162627648,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1
0110011010100011,37.127868373723516,162.87213162627648,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1
0111110010010001,37.12654030178328,162.87345969821672,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1
0111110101010001,37.12654030178328,162.87345969821672,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1
1011110010010001,37.12654030178328,162.87345969821672,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1
1011110101010001,37.12654030178328,162.87345969821672,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,1
1110110001001001,37.12654030178328,162.87345969821672,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1
1110110110001001,37.12654030178328,162.87345969821672,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1
1111010001001001,37.12654030178328,162.87345969821672,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1
1111010110001001,37.12654030178328,162.87345969821672,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1
0001101010010001,37.124943045267514,162.8750569547325,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1
1100001001001001,37.124943045267514,162.8750569547325,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
0001001110110001,37.12285029721082,162.87714970278918,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1
1000001101101001,37.12285029721082,162.87714970278918,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1
0011011111110000,37.121935680536524,162.87806431946348,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0
1010011111101000,37.121935680536524,162.87806431946348,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0
0010101001000111,37.121812615150134,162.87818738484987,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1
0010101010000111,37.121812615150134,162.87818738484987,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1
0100011001000111,37.121812615150134,162.87818738484987,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1
0100011010000111,37.121812615150134,162.87818738484987,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1
1111111111100010,37.11934156378604,162.88065843621396,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0
1001100011000101,37.114643712848704,162.8853562871513,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1
1101000011000101,37.114643712848704,162.8853562871513,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1
1001100001100101,37.114643712848675,162.88535628715132,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1
1101000010100101,37.114643712848675,162.88535628715132,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1
0011011011110110,37.113979576284095,162.8860204237159,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0
1010011011101110,37.113979576284095,162.8860204237159,1,0,1,0,0,1,1,0,1,1,1,0,1,1,1,0
0101110101100101,37.1015851851852,162.8984148148148,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1
1110100110100101,37.1015851851852,162.8984148148148,1,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1
0011000100010011,37.09873444526568,162.90126555473432,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1
1000010100001011,37.09873444526568,162.90126555473432,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1
0010111101010101,37.09281190672155,162.90718809327845,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1
0110011110001101,37.09281190672155,162.90718809327845,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1
0011001001101101,37.087973997866214,162.91202600213379,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1
0011100001101101,37.087973997866214,162.91202600213379,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1
1000011010110101,37.087973997866214,162.91202600213379,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1
1100010010110101,37.087973997866214,162.91202600213379,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1
0010101001101101,37.087973997866186,162.9120260021338,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1
0010101010101101,37.087973997866186,162.9120260021338,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1
0011001010101101,37.087973997866186,162.9120260021338,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1
0011100011001101,37.087973997866186,162.9120260021338,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1
0100011001110101,37.087973997866186,162.9120260021338,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,1
0100011010110101,37.087973997866186,162.9120260021338,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,1
1000011001110101,37.087973997866186,162.9120260021338,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1
1100010011010101,37.087973997866186,162.9120260021338,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1
0111010100000011,37.08673939259259,162.9132606074074,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1
1010110100000011,37.08673939259259,162.9132606074074,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1
0010110011111010,37.082749580856614,162.9172504191434,0,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0
0011010011111010,37.082749580856614,162.9172504191434,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0
0110010011111010,37.082749580856614,162.9172504191434,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0
1010010011111010,37.082749580856614,162.9172504191434,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0
0010110111111010,37.082749580856586,162.91725041914341,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0
0011010111111010,37.082749580856586,162.91725041914341,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0
0110010111111010,37.082749580856586,162.91725041914341,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0
1010010111111010,37.082749580856586,162.91725041914341,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0
0001101011101100,37.08242984639875,162.91757015360125,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,0
1100001011110100,37.08242984639875,162.91757015360125,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0
1011111111101010,37.079713458314274,162.92028654168573,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0
1111011111110010,37.079713458314274,162.92028654168573,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0
1001010010100001,37.07661271147694,162.92338728852306,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1
1011000001100001,37.07661271147694,162.92338728852306,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1
1001010110100001,37.07661271147691,162.9233872885231,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1
1001010111000001,37.07661271147691,162.9233872885231,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1
1011000101100001,37.07661271147691,162.9233872885231,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1
1011000111000001,37.07661271147691,162.9233872885231,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1
0110110100101101,37.07481190672155,162.92518809327845,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0,1
0110110100110101,37.07481190672155,162.92518809327845,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1
0110110101001101,37.07481190672155,162.92518809327845,0,1,1,0,1,1,0,1,0,1,0,0,1,1,0,1
0110110101010101,37.07481190672155,162.92518809327845,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1
0110110110001101,37.07481190672155,162.92518809327845,0,1,1,0,1,1,0,1,1,0,0,0,1,1,0,1
0110110110010101,37.07481190672155,162.92518809327845,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1
0111010100101101,37.07481190672155,162.92518809327845,0,1,1,1,0,1,0,1,0,0,1,0,1,1,0,1
0111010101001101,37.07481190672155,162.92518809327845,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1
0111010110001101,37.07481190672155,162.92518809327845,0,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1
1010110100110101,37.07481190672155,162.92518809327845,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1
1010110101010101,37.07481190672155,162.92518809327845,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
1010110110010101,37.07481190672155,162.92518809327845,1,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1
0001010110100101,37.073657369303476,162.92634263069652,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1
0001010111000101,37.073657369303476,162.92634263069652,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1
1010000101100101,37.073657369303476,162.92634263069652,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1
1010000111000101,37.073657369303476,162.92634263069652,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1
0101111001011001,37.069417135802496,162.9305828641975,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1
1001111001011001,37.069417135802496,162.9305828641975,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1
1110101010011001,37.069417135802496,162.9305828641975,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1
1111001010011001,37.069417135802496,162.9305828641975,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1
0001000000010111,37.068077296641434,162.93192270335857,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
1000000000001111,37.068077296641434,162.93192270335857,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
1001101101001001,37.067770297210814,162.9322297027892,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1
1101001110010001,37.067770297210814,162.9322297027892,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1
0001010101100111,37.063795147081265,162.93620485291873,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1
1010000110100111,37.063795147081265,162.93620485291873,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1
0000111010100101,37.060612101813774,162.93938789818623,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1
0000111011000101,37.060612101813774,162.93938789818623,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1
0110001001100101,37.060612101813774,162.93938789818623,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1
0110001011000101,37.060612101813774,162.93938789818623,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1
1011100111100100,37.05881725346748,162.94118274653252,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0
1101010111100100,37.05881725346748,162.94118274653252,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0
0000101010011101,37.05557022222223,162.94442977777777,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1
0001001010011101,37.05557022222223,162.94442977777777,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1
0001100010011101,37.05557022222223,162.94442977777777,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,1
0100001001011101,37.05557022222223,162.94442977777777,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1
1000001001011101,37.05557022222223,162.94442977777777,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1
1100000001011101,37.05557022222223,162.94442977777777,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1
0000010100110111,37.051615055643964,162.94838494435604,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1
0010000100101111,37.051615055643964,162.94838494435604,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1
0000111001100111,37.050749879591535,162.94925012040846,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1
0110001010100111,37.050749879591535,162.94925012040846,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,1
0010111101110001,37.04865240054869,162.9513475994513,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1
0110011110101001,37.04865240054869,162.9513475994513,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1
1001010000000111,37.04584144115046,162.95415855884954,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1
1011000000000111,37.04584144115046,162.95415855884954,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1
0111101011100100,37.044322511812254,162.95567748818775,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0
1100111011100100,37.044322511812254,162.95567748818775,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0
1101110011000001,37.04357421124831,162.9564257887517,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1
1111100011000001,37.04357421124831,162.9564257887517,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1
0000010100101111,37.038383475092246,162.96161652490775,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1
0010000100110111,37.038383475092246,162.96161652490775,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1
0011101111110010,37.033534522176495,162.9664654778235,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0
1100011111101010,37.033534522176495,162.9664654778235,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0
1001100001101001,37.02909775948791,162.9709022405121,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1
1001100011001001,37.02909775948791,162.9709022405121,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1
1001100101101001,37.02909775948791,162.9709022405121,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1
1101000010110001,37.02909775948791,162.9709022405121,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1
1101000011010001,37.02909775948791,162.9709022405121,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1
1101000110110001,37.02909775948791,162.9709022405121,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1
0101010111110110,37.02397957628412,162.97602042371588,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0
0111010011110110,37.02397957628412,162.97602042371588,0,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0
1001010111110110,37.02397957628412,162.97602042371588,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0
1010100111101110,37.02397957628412,162.97602042371588,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0
1010110011101110,37.02397957628412,162.97602042371588,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,0
1011000111101110,37.02397957628412,162.97602042371588,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0
1011010011101110,37.02397957628412,162.97602042371588,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0
1011010011110110,37.02397957628412,162.97602042371588,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1,0
0100111111110000,37.017440938881265,162.98255906111874,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0
0110101111101000,37.017440938881265,162.98255906111874,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0
0111001111101000,37.017440938881265,162.98255906111874,0,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0
1000111111110000,37.017440938881265,162.98255906111874,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
0100101001000011,37.01588059259262,162.98411940740738,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1
0100101010000011,37.01588059259262,162.98411940740738,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1
0111010001000011,37.015880592592595,162.9841194074074,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1
0111010010000011,37.015880592592595,162.9841194074074,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1
1010110001000011,37.015880592592595,162.9841194074074,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1
1010110010000011,37.015880592592595,162.9841194074074,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1
0110111011101000,37.01309251638469,162.9869074836153,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0
0110111011110000,37.01309251638469,162.9869074836153,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0
0111011011101000,37.01309251638469,162.9869074836153,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0
1010111011110000,37.01309251638469,162.9869074836153,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0
1001110011100100,37.012360412538754,162.98763958746125,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0
1111000011100100,37.012360412538754,162.98763958746125,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0
0111001011101110,37.00948483462889,162.9905151653711,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,0
0111100011101110,37.00948483462889,162.9905151653711,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0
1000111011110110,37.00948483462889,162.9905151653711,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0
1100110011110110,37.00948483462889,162.9905151653711,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0
0100111011110110,37.009484834628864,162.99051516537114,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0
0110101011101110,37.009484834628864,162.99051516537114,0,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0
0001101001110101,37.00273613168727,162.99726386831273,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0,1
1100001010101101,37.00273613168727,162.99726386831273,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1
1001001000100011,37.00254127590307,162.99745872409693,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
1001111000101001,37.00085671696391,162.9991432830361,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1
1111001000110001,37.00085671696391,162.9991432830361,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1
0000101101000111,36.996981034598406,163.0030189654016,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1
0100001110000111,36.996981034598406,163.0030189654016,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1
0001011111110110,36.9899795762841,163.0100204237159,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0
1010001111101110,36.9899795762841,163.0100204237159,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0
0011110100000011,36.983096655205,163.016903344795,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1
1110010100000011,36.983096655205,163.016903344795,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1
0100101001101001,36.982041975308675,163.01795802469132,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1
0100101010110001,36.982041975308675,163.01795802469132,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1
0101001001101001,36.982041975308675,163.01795802469132,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1
0101001010101001,36.982041975308675,163.01795802469132,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1
1000101001110001,36.982041975308675,163.01795802469132,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1
1000101010110001,36.982041975308675,163.01795802469132,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1
0100101001110001,36.98204197530865,163.01795802469135,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1
0100101010101001,36.98204197530865,163.01795802469135,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1
0000101101111001,36.97854271604939,163.0214572839506,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1
0001001101111001,36.97854271604939,163.0214572839506,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1
0100001110111001,36.97854271604939,163.0214572839506,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1
1000001110111001,36.97854271604939,163.0214572839506,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1
0000001001001011,36.975126308672486,163.0248736913275,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1
0000001001010011,36.975126308672486,163.0248736913275,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1
0000001010001011,36.975126308672486,163.0248736913275,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1
0000001010010011,36.975126308672486,163.0248736913275,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1
0001011001111001,36.9746291358025,163.0253708641975,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1
1010001010111001,36.9746291358025,163.0253708641975,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1
0000111001111001,36.97462913580247,163.02537086419753,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1
0110001010111001,36.97462913580247,163.02537086419753,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1
1101100111100110,36.97041609510748,163.02958390489252,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0
0000101110101101,36.96314241731446,163.03685758268554,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,1
0001001110101101,36.96314241731446,163.03685758268554,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1
0001110011001101,36.96314241731446,163.03685758268554,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1
0100001101110101,36.96314241731446,163.03685758268554,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1
1000001101110101,36.96314241731446,163.03685758268554,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1
1110000011010101,36.96314241731446,163.03685758268554,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1
1111110011100000,36.93339429964945,163.06660570035055,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0
1111110111100000,36.93339429964945,163.06660570035055,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0
0000110011110100,36.92770705685112,163.07229294314888,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0
0110000011101100,36.92770705685112,163.07229294314888,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0
0011010110010101,36.925857174211274,163.07414282578873,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1
1010010101001101,36.925857174211274,163.07414282578873,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1
0111110000100001,36.924489986282595,163.0755100137174,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1
0111110100100001,36.924489986282595,163.0755100137174,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1
0111110110000001,36.924489986282595,163.0755100137174,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1
1110110000100001,36.924489986282595,163.0755100137174,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1
1110110100100001,36.924489986282595,163.0755100137174,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1
1110110101000001,36.924489986282595,163.0755100137174,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1
1001000101000011,36.924431118427094,163.0755688815729,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1
1001000110000011,36.924431118427094,163.0755688815729,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1
1101111000000101,36.92307825514405,163.07692174485595,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1
